Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Main Actors
tt5952634,7,2019-09-26,The Spy,The Spy,https://www.imdb.com/title/tt5952634,Mini serie TV,7.9,60,2019,"Storico, Drammatico, Biografico, Thriller",55496,2019-09-06,,"Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem"
tt7131622,6,2019-09-26,C'era una volta... a Hollywood,Once Upon a Time in... Hollywood,https://www.imdb.com/title/tt7131622,Film,7.6,161,2019,"Drammatico, Commedia",939033,2019-09-18,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie"
tt5083738,5,2019-09-16,La favorita,The Favourite,https://www.imdb.com/title/tt5083738,Film,7.5,119,2018,"Biografico, Drammatico, Storico, Commedia",253671,2019-01-24,Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz"
tt0208092,3,2019-09-12,Snatch - Lo strappo,Snatch,https://www.imdb.com/title/tt0208092,Film,8.2,104,2000,"Commedia, Poliziesco",963019,2001-03-16,Guy Ritchie,"Jason Statham, Brad Pitt, Stephen Graham"
tt0065063,6,2019-09-12,Prendi i soldi e scappa,Take the Money and Run,https://www.imdb.com/title/tt0065063,Film,7.2,85,1969,"Poliziesco, Commedia",32646,1972-12-21,Woody Allen,"Woody Allen, Janet Margolin, Marcel Hillaire"
tt0095675,6,2019-09-01,Donne sull'orlo di una crisi di nervi,"Mujeres al borde de un ataque de ""nervios""",https://www.imdb.com/title/tt0095675,Film,7.5,88,1988,"Drammatico, Commedia",49786,1988-03-25,Pedro Almodóvar,"Carmen Maura, Antonio Banderas, Julieta Serrano"
tt0473705,7,2019-08-24,State of Play,State of Play,https://www.imdb.com/title/tt0473705,Film,7.1,127,2009,"Drammatico, Giallo, Thriller, Poliziesco",165312,2009-04-30,Kevin Macdonald,"Russell Crowe, Rachel McAdams, Ben Affleck"
tt3896198,7,2019-08-05,Guardiani della Galassia Vol. 2,Guardians of the Galaxy Vol. 2,https://www.imdb.com/title/tt3896198,Film,7.6,136,2017,"Azione, Fantascienza, Avventura, Commedia",813825,2017-04-25,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista"
tt0050083,9,2019-08-05,La parola ai giurati,12 Angry Men,https://www.imdb.com/title/tt0050083,Film,9.0,96,1957,"Poliziesco, Drammatico",960947,1957-09-04,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Martin Balsam"
tt6320628,6,2019-08-03,Spider-Man: Far from Home,Spider-Man: Far from Home,https://www.imdb.com/title/tt6320628,Film,7.3,129,2019,"Azione, Avventura, Fantascienza, Commedia, Fantastico",620022,2019-07-10,Jon Watts,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal"
tt0092099,6,2019-08-03,Top Gun,Top Gun,https://www.imdb.com/title/tt0092099,Film,7.0,110,1986,"Drammatico, Azione",540909,1986-09-18,Tony Scott,"Tom Cruise, Tim Robbins, Kelly McGillis"
tt2015381,7,2019-07-21,Guardiani della Galassia,Guardians of the Galaxy,https://www.imdb.com/title/tt2015381,Film,8.0,121,2014,"Fantascienza, Azione, Avventura, Commedia",1342721,2014-10-22,James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper"
tt0848228,6,2019-07-21,The Avengers,The Avengers,https://www.imdb.com/title/tt0848228,Film,8.0,143,2012,"Azione, Fantascienza",1535003,2012-04-25,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson"
tt0409459,6,2019-06-30,Watchmen,Watchmen,https://www.imdb.com/title/tt0409459,Film,7.6,162,2009,"Fantascienza, Azione, Giallo, Drammatico",605668,2009-03-06,Zack Snyder,"Jackie Earle Haley, Patrick Wilson, Carla Gugino"
tt3532216,5,2019-06-10,Barry Seal - Una storia americana,American Made,https://www.imdb.com/title/tt3532216,Film,7.1,115,2017,"Poliziesco, Azione, Commedia, Drammatico, Thriller",228510,2017-09-14,Doug Liman,"Tom Cruise, Domhnall Gleeson, Sarah Wright"
tt0215750,7,2019-05-27,Il nemico alle porte,Enemy at the Gates,https://www.imdb.com/title/tt0215750,Film,7.5,131,2001,"Azione, Drammatico, Guerra",290245,2001-04-20,Jean-Jacques Annaud,"Jude Law, Ed Harris, Joseph Fiennes"
tt0093058,9,2019-05-27,Full Metal Jacket,Full Metal Jacket,https://www.imdb.com/title/tt0093058,Film,8.2,116,1987,"Drammatico, Guerra",838591,1987-10-09,Stanley Kubrick,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio"
tt3553976,7,2019-05-25,Captain Fantastic,Captain Fantastic,https://www.imdb.com/title/tt3553976,Film,7.8,118,2016,"Drammatico, Commedia",247649,2016-12-07,Matt Ross,"Viggo Mortensen, George MacKay, Samantha Isler"
tt0997152,5,2019-05-21,The Experiment,The Experiment,https://www.imdb.com/title/tt0997152,Film,6.4,96,2010,"Drammatico, Thriller",59337,2010-08-12,Paul T. Scheuring,"Adrien Brody, Cam Gigandet, Forest Whitaker"
tt3640424,7,2019-05-21,Allied: Un'ombra nascosta,Allied,https://www.imdb.com/title/tt3640424,Film,7.1,124,2016,"Drammatico, Sentimentale, Thriller, Guerra, Azione",178019,2017-01-12,Robert Zemeckis,"Brad Pitt, Marion Cotillard, Jared Harris"
tt3892172,6,2019-05-21,Senza lasciare traccia,Leave No Trace,https://www.imdb.com/title/tt3892172,Film,7.1,109,2018,"Drammatico, Avventura",69515,2018-11-08,Debra Granik,"Thomasin McKenzie, Ben Foster, Jeffery Rifflard"
tt0458339,6,2019-05-13,Captain America - Il primo Vendicatore,Captain America: The First Avenger,https://www.imdb.com/title/tt0458339,Film,6.9,124,2011,"Azione, Avventura, Fantascienza",952225,2011-07-22,Joe Johnston,"Chris Evans, Hugo Weaving, Samuel L. Jackson"
tt0800369,5,2019-05-13,Thor,Thor,https://www.imdb.com/title/tt0800369,Film,7.0,115,2011,"Azione, Fantastico",951380,2011-04-27,Kenneth Branagh,"Chris Hemsworth, Anthony Hopkins, Natalie Portman"
tt0371746,7,2019-05-13,Iron Man,Iron Man,https://www.imdb.com/title/tt0371746,Film,7.9,126,2008,"Azione, Fantascienza, Avventura",1200714,2008-05-01,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard"
tt5710514,6,2019-05-03,I Don't Feel at Home in This World Anymore.,I Don't Feel at Home in This World Anymore,https://www.imdb.com/title/tt5710514,Film,6.9,93,2017,"Poliziesco, Thriller, Drammatico, Commedia",66967,2017-02-24,Macon Blair,"Melanie Lynskey, Chris Doubek, Marilyn Faith Hickey"
tt0075314,7,2019-04-26,Taxi Driver,Taxi Driver,https://www.imdb.com/title/tt0075314,Film,8.2,114,1976,"Poliziesco, Drammatico",1004839,1976-09-24,Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd"
tt0119822,5,2019-04-26,Qualcosa è cambiato,As Good as It Gets,https://www.imdb.com/title/tt0119822,Film,7.7,139,1997,"Sentimentale, Drammatico, Commedia",333567,1998-01-30,James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear"
tt4154796,7,2019-04-26,Avengers: Endgame,Avengers: Endgame,https://www.imdb.com/title/tt4154796,Film,8.4,181,2019,"Azione, Fantascienza, Avventura",1406588,2019-04-24,"Anthony Russo,Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo"
tt4154756,7,2019-04-26,Avengers: Infinity War,Avengers: Infinity War,https://www.imdb.com/title/tt4154756,Film,8.4,149,2018,"Azione, Fantascienza, Avventura",1335469,2018-04-25,"Anthony Russo,Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo"
tt3498820,6,2019-04-22,Captain America: Civil War,Captain America: Civil War,https://www.imdb.com/title/tt3498820,Film,7.8,147,2016,"Azione, Fantascienza",910240,2016-05-04,"Anthony Russo,Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson"
tt1205489,8,2019-04-19,Gran Torino,Gran Torino,https://www.imdb.com/title/tt1205489,Film,8.1,116,2008,Drammatico,852199,2009-03-13,Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley"
tt7349662,6,2019-04-15,BlacKkKlansman,BlacKkKlansman,https://www.imdb.com/title/tt7349662,Film,7.5,135,2018,"Biografico, Poliziesco, Drammatico, Commedia",308659,2018-09-27,Spike Lee,"Alec Baldwin, John David Washington, Isiah Whitlock Jr."
tt7153766,6,2019-04-08,Unsane,Unsane,https://www.imdb.com/title/tt7153766,Film,6.4,98,2018,"Thriller, Giallo, Drammatico, Horror",52988,2018-07-05,Steven Soderbergh,"Claire Foy, Joshua Leonard, Jay Pharoah"
tt5742374,3,2019-04-08,A Beautiful Day - You Were Never Really Here,You Were Never Really Here,https://www.imdb.com/title/tt5742374,Film,6.7,89,2017,"Drammatico, Poliziesco, Thriller",133927,2018-05-01,Lynne Ramsay,"Joaquin Phoenix, Judith Roberts, Ekaterina Samsonov"
tt0163988,3,2019-04-08,Al di là della vita,Bringing Out the Dead,https://www.imdb.com/title/tt0163988,Film,6.9,121,1999,"Thriller, Drammatico",80246,2000-01-07,Martin Scorsese,"Nicolas Cage, Patricia Arquette, John Goodman"
tt0052311,8,2019-04-08,L'infernale Quinlan,Touch of Evil,https://www.imdb.com/title/tt0052311,Film,7.9,95,1958,"Drammatico, Poliziesco, Thriller, Noir",113929,1958-08-16,Orson Welles,"Charlton Heston, Orson Welles, Janet Leigh"
tt1455810,6,2019-04-08,Happy Family,Happy Family,https://www.imdb.com/title/tt1455810,Film,6.6,90,2010,Commedia,2216,2010-03-26,Gabriele Salvatores,"Fabio De Luigi, Diego Abatantuono, Fabrizio Bentivoglio"
tt4178092,5,2019-04-08,Regali da uno sconosciuto - The Gift,The Gift,https://www.imdb.com/title/tt4178092,Film,7.0,108,2015,"Giallo, Thriller, Drammatico",182751,2016-03-03,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton"
tt0448115,4,2019-04-04,Shazam!,Shazam!,https://www.imdb.com/title/tt0448115,Film,7.0,132,2019,"Fantastico, Azione, Avventura, Commedia",408152,2019-04-03,David F. Sandberg,"Zachary Levi, Mark Strong, Asher Angel"
tt3861390,5,2019-04-04,Dumbo,Dumbo,https://www.imdb.com/title/tt3861390,Film,6.2,112,2019,"Per famiglie, Fantastico, Avventura",87320,2019-03-28,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito"
tt0133093,8,2019-04-04,Matrix,The Matrix,https://www.imdb.com/title/tt0133093,Film,8.7,136,1999,"Azione, Fantascienza",2207266,1999-05-07,"Lana Wachowski,Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss"
tt5095030,4,2019-03-20,Ant-Man and the Wasp,Ant-Man and the Wasp,https://www.imdb.com/title/tt5095030,Film,7.0,118,2018,"Azione, Avventura, Fantascienza, Commedia",485307,2018-08-14,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Peña"
tt0103874,5,2019-03-20,Dracula di Bram Stoker,Bram Stoker's Dracula,https://www.imdb.com/title/tt0103874,Film,7.4,128,1992,"Fantastico, Sentimentale, Horror",263901,1993-01-21,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins"
tt4154664,6,2019-03-20,Captain Marvel,Captain Marvel,https://www.imdb.com/title/tt4154664,Film,6.7,123,2019,"Azione, Avventura, Fantascienza",647587,2019-03-06,"Anna Boden,Ryan Fleck","Brie Larson, Samuel L. Jackson, Ben Mendelsohn"
tt9872556,5,2019-03-20,Momenti di trascurabile felicità,Momenti di trascurabile felicità,https://www.imdb.com/title/tt9872556,Film,6.1,93,2019,"Commedia, Fantastico, Drammatico",1688,2019-03-14,Daniele Luchetti,"Pif, Thony, Renato Carpentieri"
tt0045152,9,2019-03-09,Cantando sotto la pioggia,Singin' in the Rain,https://www.imdb.com/title/tt0045152,Film,8.3,103,1952,"Musical, Commedia, Sentimentale",278376,1953-02-05,"Stanley Donen,Gene Kelly","Gene Kelly, Donald O'Connor, Debbie Reynolds"
tt0838221,6,2019-02-26,Il treno per il Darjeeling,The Darjeeling Limited,https://www.imdb.com/title/tt0838221,Film,7.2,91,2007,"Avventura, Drammatico, Commedia",228346,2008-04-30,Wes Anderson,"Owen Wilson, Adrien Brody, Jason Schwartzman"
tt0055824,7,2019-02-24,Il promontorio della paura,Cape Fear,https://www.imdb.com/title/tt0055824,Film,7.7,106,1962,"Drammatico, Thriller",34187,1962-10-30,J. Lee Thompson,"Gregory Peck, Robert Mitchum, Polly Bergen"
tt0118635,7,2019-02-24,Aprile,Aprile,https://www.imdb.com/title/tt0118635,Film,7.0,78,1998,"Biografico, Commedia",3826,1998-03-27,Nanni Moretti,"Nanni Moretti, Silvio Orlando, Silvia Nono"
tt1456472,6,2019-02-17,Habemus Papam,Habemus Papam,https://www.imdb.com/title/tt1456472,Film,6.7,102,2011,"Drammatico, Commedia",15247,2011-04-15,Nanni Moretti,"Michel Piccoli, Nanni Moretti, Jerzy Stuhr"
tt0109382,7,2019-02-17,Caro diario,Caro diario,https://www.imdb.com/title/tt0109382,Film,7.2,100,1993,"Biografico, Drammatico, Commedia",9900,1993-11-12,Nanni Moretti,"Nanni Moretti, Renato Carpentieri, Antonio Neiwiller"
tt7959026,6,2019-02-10,Il corriere - The Mule,The Mule,https://www.imdb.com/title/tt7959026,Film,7.0,116,2018,"Drammatico, Poliziesco, Thriller",165888,2019-02-07,Clint Eastwood,"Clint Eastwood, Bradley Cooper, Laurence Fishburne"
tt0089584,7,2019-02-09,La messa è finita,La messa è finita,https://www.imdb.com/title/tt0089584,Film,7.2,94,1985,"Drammatico, Commedia",2201,1985-11-15,Nanni Moretti,"Nanni Moretti, Ferruccio De Ceresa, Marco Messeri"
tt0085240,7,2019-02-09,Bianca,Bianca,https://www.imdb.com/title/tt0085240,Film,7.3,97,1984,"Drammatico, Commedia",3943,1986-04-16,Nanni Moretti,"Nanni Moretti, Laura Morante, Roberto Vezzosi"
tt6966692,6,2019-02-09,Green Book,Green Book,https://www.imdb.com/title/tt6966692,Film,8.2,130,2018,"Drammatico, Biografico, Commedia, Musica",663380,2019-01-31,Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini"
tt0386588,5,2019-01-21,Hitch - Lui sì che capisce le donne,Hitch,https://www.imdb.com/title/tt0386588,Film,6.6,118,2005,"Commedia, Sentimentale",346069,2005-03-11,Andy Tennant,"Will Smith, Eva Mendes, Kevin James"
tt6266538,6,2019-01-21,Vice - L'uomo nell'ombra,Vice,https://www.imdb.com/title/tt6266538,Film,7.2,132,2018,"Biografico, Drammatico, Commedia, Storico",172385,2019-01-03,Adam McKay,"Christian Bale, Amy Adams, Steve Carell"
tt6155172,7,2019-01-21,Roma,Roma,https://www.imdb.com/title/tt6155172,Film,7.6,135,2018,Drammatico,176560,2018-12-14,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey"
tt0206634,7,2019-01-13,I figli degli uomini,Children of Men,https://www.imdb.com/title/tt0206634,Film,7.9,109,2006,"Thriller, Drammatico, Fantascienza",558199,2006-11-17,Alfonso Cuarón,"Julianne Moore, Clive Owen, Chiwetel Ejiofor"
tt5580036,6,2019-01-07,Tonya,"I, Tonya",https://www.imdb.com/title/tt5580036,Film,7.5,119,2017,"Biografico, Drammatico, Sportivo, Commedia",257470,2018-03-29,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney"
tt1605783,8,2018-12-27,Midnight in Paris,Midnight in Paris,https://www.imdb.com/title/tt1605783,Film,7.6,94,2011,"Commedia, Sentimentale, Fantastico",466762,2011-12-02,Woody Allen,"Owen Wilson, Rachel McAdams, Kathy Bates"
tt6304162,5,2018-12-25,Loveless,Nelyubov,https://www.imdb.com/title/tt6304162,Film,7.6,127,2017,Drammatico,37141,2017-12-06,Andrey Zvyagintsev,"Maryana Spivak, Aleksey Rozin, Matvey Novikov"
tt1152836,6,2018-12-24,Nemico pubblico - Public Enemies,Public Enemies,https://www.imdb.com/title/tt1152836,Film,6.9,140,2009,"Poliziesco, Drammatico, Biografico, Storico",332291,2009-11-06,Michael Mann,"Christian Bale, Johnny Depp, Christian Stolte"
tt0266543,6,2018-12-24,Alla ricerca di Nemo,Finding Nemo,https://www.imdb.com/title/tt0266543,Film,8.2,100,2003,"Animazione, Per famiglie, Commedia, Avventura",1185443,2003-12-03,"Andrew Stanton,Lee Unkrich","Albert Brooks, Ellen DeGeneres, Alexander Gould"
tt4925292,6,2018-12-22,Lady Bird,Lady Bird,https://www.imdb.com/title/tt4925292,Film,7.4,94,2017,"Commedia, Drammatico",357888,2018-03-01,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts"
tt5726616,7,2018-12-22,Chiamami col tuo nome,Call Me by Your Name,https://www.imdb.com/title/tt5726616,Film,7.8,132,2017,"Drammatico, Sentimentale",349507,2018-01-25,Luca Guadagnino,"Timothée Chalamet, Armie Hammer, Michael Stuhlbarg"
tt0120917,6,2018-12-13,Le follie dell'imperatore,The Emperor's New Groove,https://www.imdb.com/title/tt0120917,Film,7.4,78,2000,"Animazione, Avventura, Fantastico, Per famiglie, Commedia",243669,2001-04-06,Mark Dindal,"David Spade, John Goodman, Eartha Kitt"
tt0058331,6,2018-12-09,Mary Poppins,Mary Poppins,https://www.imdb.com/title/tt0058331,Film,7.8,139,1964,"Musical, Commedia, Per famiglie, Fantastico",195738,1965-10-13,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson"
tt0094226,9,2018-11-26,The Untouchables - Gli intoccabili,The Untouchables,https://www.imdb.com/title/tt0094226,Film,7.8,119,1987,"Thriller, Drammatico, Poliziesco",349548,1987-10-01,Brian De Palma,"Kevin Costner, Sean Connery, Robert De Niro"
tt1289403,5,2018-11-25,Il club del libro e della torta di bucce di patata di Guernsey,The Guernsey Literary & Potato Peel Pie Society,https://www.imdb.com/title/tt1289403,Film,7.3,124,2018,"Drammatico, Sentimentale, Guerra",56978,2018-08-10,Mike Newell,"Jessica Brown Findlay, Tom Courtenay, Michiel Huisman"
tt5814592,5,2018-11-22,The Party,The Party,https://www.imdb.com/title/tt5814592,Film,6.6,71,2017,"Commedia, Drammatico",22466,2018-02-08,Sally Potter,"Timothy Spall, Kristin Scott Thomas, Patricia Clarkson"
tt6802308,5,2018-11-22,Ore 15:17 - Attacco al treno,The 15:17 to Paris,https://www.imdb.com/title/tt6802308,Film,5.3,94,2018,"Drammatico, Biografico, Thriller",36883,2018-02-08,Clint Eastwood,"Alek Skarlatos, Anthony Sadler, Spencer Stone"
tt0070735,7,2018-11-18,La stangata,The Sting,https://www.imdb.com/title/tt0070735,Film,8.2,129,1973,"Drammatico, Poliziesco, Commedia",296437,1974-03-21,George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw"
tt3183660,6,2018-11-16,Animali fantastici e dove trovarli,Fantastic Beasts and Where to Find Them,https://www.imdb.com/title/tt3183660,Film,7.2,132,2016,"Avventura, Per famiglie, Fantastico",533747,2016-11-17,David Yates,"Eddie Redmayne, Katherine Waterston, Alison Sudol"
tt0496806,5,2018-11-16,Ocean's Thirteen,Ocean's Thirteen,https://www.imdb.com/title/tt0496806,Film,6.9,122,2007,"Poliziesco, Thriller",382954,2007-06-08,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon"
tt0349903,5,2018-11-16,Ocean's Twelve,Ocean's Twelve,https://www.imdb.com/title/tt0349903,Film,6.5,125,2004,"Thriller, Poliziesco",433346,2004-12-17,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts"
tt5362988,8,2018-11-11,I segreti di Wind River,Wind River,https://www.imdb.com/title/tt5362988,Film,7.7,107,2017,"Thriller, Poliziesco, Giallo, Drammatico, Western",306665,2018-04-05,Taylor Sheridan,"Elizabeth Olsen, Jeremy Renner, Graham Greene"
tt5439796,5,2018-11-05,La truffa dei Logan,Logan Lucky,https://www.imdb.com/title/tt5439796,Film,7.0,118,2017,"Commedia, Poliziesco, Drammatico, Azione",174589,2018-05-31,Steven Soderbergh,"Channing Tatum, Adam Driver, Daniel Craig"
tt0099685,9,2018-11-02,Quei bravi ragazzi,GoodFellas,https://www.imdb.com/title/tt0099685,Film,8.7,145,1990,"Biografico, Poliziesco, Drammatico",1364108,1990-09-20,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci"
tt5897292,6,2018-10-29,Smetto quando voglio: Ad honorem,Smetto quando voglio: Ad honorem,https://www.imdb.com/title/tt5897292,Film,6.8,98,2017,"Commedia, Azione",3675,2017-11-30,Sydney Sibilia,"Edoardo Leo, Valerio Aprea, Paolo Calabresi"
tt0068950,5,2018-10-28,Mimì metallurgico ferito nell'onore,Mimì metallurgico ferito nell'onore,https://www.imdb.com/title/tt0068950,Film,7.3,121,1972,"Drammatico, Commedia",4567,1972-02-19,Lina Wertmüller,"Giancarlo Giannini, Mariangela Melato, Agostina Belli"
tt0095765,8,2018-10-21,Nuovo Cinema Paradiso,Nuovo Cinema Paradiso,https://www.imdb.com/title/tt0095765,Film,8.5,174,1988,"Sentimentale, Drammatico",312211,1988-11-17,Giuseppe Tornatore,"Philippe Noiret, Enzo Cannavale, Antonella Attili"
tt3860294,4,2018-10-21,Ogni maledetto Natale,Ogni maledetto Natale,https://www.imdb.com/title/tt3860294,Film,5.6,95,2014,Commedia,1341,2014-11-27,"Giacomo Ciarrapico,Mattia Torre,Luca Vendruscolo","Alessandro Cattelan, Alessandra Mastronardi, Francesco Pannofino"
tt0146838,5,2018-10-21,Ogni maledetta domenica,Any Given Sunday,https://www.imdb.com/title/tt0146838,Film,6.9,162,1999,"Sportivo, Drammatico",130186,2000-04-07,Oliver Stone,"Al Pacino, Dennis Quaid, Cameron Diaz"
tt0062695,6,2018-10-03,Baci rubati,Baisers volés,https://www.imdb.com/title/tt0062695,Film,7.5,91,1968,"Sentimentale, Drammatico, Commedia",16276,1969-03-25,François Truffaut,"Jean-Pierre Léaud, Claude Jade, Delphine Seyrig"
tt0076155,6,2018-10-03,L'uomo che amava le donne,L'homme qui aimait les femmes,https://www.imdb.com/title/tt0076155,Film,7.4,120,1977,"Sentimentale, Drammatico, Commedia",7914,1979-07-28,François Truffaut,"Charles Denner, Brigitte Fossey, Nelly Borgeaud"
tt0407887,7,2018-09-30,The Departed - Il bene e il male,The Departed,https://www.imdb.com/title/tt0407887,Film,8.5,151,2006,"Poliziesco, Drammatico, Thriller",1526898,2006-10-27,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson"
tt0369339,8,2018-09-30,Collateral,Collateral,https://www.imdb.com/title/tt0369339,Film,7.5,120,2004,"Poliziesco, Thriller, Azione, Drammatico",460482,2004-10-15,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith"
tt0115964,3,2018-09-28,Crash,Crash,https://www.imdb.com/title/tt0115964,Film,6.4,100,1996,Drammatico,71328,1996-11-15,David Cronenberg,"James Spader, Holly Hunter, Elias Koteas"
